Gene stable ID	Gene stable ID version	Mouse gene name	Gene name
ENSDARG00000039173	ENSDARG00000039173.7	Ctla2a	ctslb
ENSDARG00000037196	ENSDARG00000037196.8		arid5b
ENSDARG00000032264	ENSDARG00000032264.8	Mybl2	mybl2b
ENSDARG00000025325	ENSDARG00000025325.7	Ccsap	ccsapa
ENSDARG00000097542	ENSDARG00000097542.2		CU633855.1
ENSDARG00000054184	ENSDARG00000054184.7		btr06
ENSDARG00000056331	ENSDARG00000056331.7	Ahcyl1	ahcyl1
ENSDARG00000102080	ENSDARG00000102080.2		mif4gda
ENSDARG00000069888	ENSDARG00000069888.5	Cldn4	cldna
ENSDARG00000069888	ENSDARG00000069888.5	Cldn13	cldna
ENSDARG00000038363	ENSDARG00000038363.8	Drd4	drd4a
ENSDARG00000010472	ENSDARG00000010472.9	Atp1a2	atp1a2a
ENSDARG00000040643	ENSDARG00000040643.6	Ccr10	ccr10
ENSDARG00000075673	ENSDARG00000075673.7	Arhgap21	arhgap21b
ENSDARG00000017422	ENSDARG00000017422.7	Apmap	apmap
ENSDARG00000095804	ENSDARG00000095804.2		CT027631.1
ENSDARG00000077318	ENSDARG00000077318.3		CR376737.1
ENSDARG00000097032	ENSDARG00000097032.2		si:ch211-256a21.4
ENSDARG00000092535	ENSDARG00000092535.2		si:dkey-242h9.5
ENSDARG00000096638	ENSDARG00000096638.2		BX510992.2
ENSDARG00000063390	ENSDARG00000063390.8	Tigit	pvrl2l
ENSDARG00000063390	ENSDARG00000063390.8	Pvr	pvrl2l
ENSDARG00000063390	ENSDARG00000063390.8	Nectin2	pvrl2l
ENSDARG00000063390	ENSDARG00000063390.8	Gm609	pvrl2l
ENSDARG00000063390	ENSDARG00000063390.8	Gm17783	pvrl2l
ENSDARG00000026403	ENSDARG00000026403.10	Heph	hephl1b
ENSDARG00000062108	ENSDARG00000062108.7	Iffo1	iffo1b
ENSDARG00000076830	ENSDARG00000076830.5		si:dkey-65b12.6
ENSDARG00000042726	ENSDARG00000042726.8	Grb7	grb7
ENSDARG00000075030	ENSDARG00000075030.4		stx10
ENSDARG00000103155	ENSDARG00000103155.2	Ext1	ext1a
ENSDARG00000019235	ENSDARG00000019235.11		sema3aa
ENSDARG00000075952	ENSDARG00000075952.4		mbd2
ENSDARG00000055472	ENSDARG00000055472.7	Nubp1	nubp1
ENSDARG00000088293	ENSDARG00000088293.3	Doc2b	doc2b
ENSDARG00000101050	ENSDARG00000101050.3	Tmc8	tmc8
ENSDARG00000097953	ENSDARG00000097953.2		BX469902.2
ENSDARG00000030867	ENSDARG00000030867.8		opn7c
ENSDARG00000053383	ENSDARG00000053383.5	Rprm	rprma
ENSDARG00000056921	ENSDARG00000056921.4	Ankk1	ankk1
ENSDARG00000042057	ENSDARG00000042057.9	Trmt1l	trmt1l
ENSDARG00000105459	ENSDARG00000105459.2	H3c3	CU457819.5
ENSDARG00000100906	ENSDARG00000100906.3		hist1h2a11
ENSDARG00000088764	ENSDARG00000088764.5	Lyplal1	lyplal1
ENSDARG00000033754	ENSDARG00000033754.7	Rbm48	rbm48
ENSDARG00000002184	ENSDARG00000002184.8	Igbp1b	igbp1
ENSDARG00000002184	ENSDARG00000002184.8	Igbp1	igbp1
ENSDARG00000093450	ENSDARG00000093450.4		si:dkey-78l4.10
ENSDARG00000015681	ENSDARG00000015681.11	Gsk3a	gsk3ab
ENSDARG00000092078	ENSDARG00000092078.3		AL954134.1
ENSDARG00000105359	ENSDARG00000105359.2		FP325123.1
ENSDARG00000079665	ENSDARG00000079665.5	Gpr158	gpr158b
ENSDARG00000021702	ENSDARG00000021702.10		pdcd4a
ENSDARG00000096968	ENSDARG00000096968.2		BX004812.1
ENSDARG00000070846	ENSDARG00000070846.8	Dazap1	dazap1
ENSDARG00000070507	ENSDARG00000070507.5	Trpc4	trpc4a
ENSDARG00000009754	ENSDARG00000009754.11	1700017N19Rik	zc3h11a
ENSDARG00000009754	ENSDARG00000009754.11	Zc3h11a	zc3h11a
ENSDARG00000009754	ENSDARG00000009754.11	Zc3h11a	zc3h11a
ENSDARG00000077124	ENSDARG00000077124.5		si:ch211-255p10.4
ENSDARG00000101124	ENSDARG00000101124.3		BX649345.2
ENSDARG00000067828	ENSDARG00000067828.7		olfce1
ENSDARG00000004184	ENSDARG00000004184.12	Nf1	nf1b
ENSDARG00000063155	ENSDARG00000063155.6	Dcaf12	dcaf12
ENSDARG00000096606	ENSDARG00000096606.2		si:ch73-94k4.4
ENSDARG00000033444	ENSDARG00000033444.9		map4k6
ENSDARG00000088861	ENSDARG00000088861.4		znf1021
ENSDARG00000079453	ENSDARG00000079453.5	Atp8b4	atp8b4
ENSDARG00000042825	ENSDARG00000042825.6	Rnf169	rnf169
ENSDARG00000100423	ENSDARG00000100423.2		BX323994.2
ENSDARG00000060036	ENSDARG00000060036.5	Aimp1	aimp1a
ENSDARG00000020926	ENSDARG00000020926.9	Creb3	creb3l3l
ENSDARG00000104656	ENSDARG00000104656.2		si:dkeyp-97a10.3
ENSDARG00000091901	ENSDARG00000091901.2		CR388209.2
ENSDARG00000019098	ENSDARG00000019098.9	Cd82	cd82a
ENSDARG00000016897	ENSDARG00000016897.11	Fbxo15	fbxo15
ENSDARG00000037962	ENSDARG00000037962.7	Psmb7	psmb7
ENSDARG00000096996	ENSDARG00000096996.2		BX005392.2
ENSDARG00000003533	ENSDARG00000003533.9	Col8a1	col8a1b
ENSDARG00000015566	ENSDARG00000015566.12	Dnmt3a	dnmt3ab
ENSDARG00000115281	ENSDARG00000115281.1	H4c1	hist1h4l
ENSDARG00000115281	ENSDARG00000115281.1	H4c6	hist1h4l
ENSDARG00000114405	ENSDARG00000114405.1		zgc:194989
ENSDARG00000020788	ENSDARG00000020788.9	Sla2	sla2
ENSDARG00000098428	ENSDARG00000098428.2		asic1c
ENSDARG00000097460	ENSDARG00000097460.2		CU929339.2
ENSDARG00000069245	ENSDARG00000069245.7	Matn3	matn3a
ENSDARG00000004597	ENSDARG00000004597.10	Lrrc4b	lrrc4ba
ENSDARG00000009350	ENSDARG00000009350.10	Atg3	atg3
ENSDARG00000010956	ENSDARG00000010956.12	Sh3glb1	sh3glb1b
ENSDARG00000098260	ENSDARG00000098260.2		si:dkeyp-85h7.1
ENSDARG00000099535	ENSDARG00000099535.2		si:ch73-379j16.2
ENSDARG00000100139	ENSDARG00000100139.2		si:ch211-113d22.2
ENSDARG00000076966	ENSDARG00000076966.5	Pagr1b	pagr1
ENSDARG00000076966	ENSDARG00000076966.5	Pagr1a	pagr1
ENSDARG00000076966	ENSDARG00000076966.5	Gm42742	pagr1
ENSDARG00000042252	ENSDARG00000042252.10	Eif4h	eif4h
ENSDARG00000042151	ENSDARG00000042151.7	Ski	skia
ENSDARG00000018898	ENSDARG00000018898.10		zfand5a
ENSDARG00000004274	ENSDARG00000004274.9		zgc:112496
ENSDARG00000018008	ENSDARG00000018008.12	Mdh1b	mdh1b
ENSDARG00000103802	ENSDARG00000103802.2		si:ch73-389b16.2
ENSDARG00000052164	ENSDARG00000052164.7	Zfp507	znf507
ENSDARG00000071548	ENSDARG00000071548.5	Josd1	josd1
ENSDARG00000046141	ENSDARG00000046141.6	2210016L21Rik	zgc:162025
ENSDARG00000036080	ENSDARG00000036080.7	Cd81	cd81a
ENSDARG00000041802	ENSDARG00000041802.7	Rnf141	rnf141
ENSDARG00000096747	ENSDARG00000096747.2		BX296562.2
ENSDARG00000071679	ENSDARG00000071679.5	Mydgf	mydgf
ENSDARG00000079438	ENSDARG00000079438.6	Pkp3	pkp3b
ENSDARG00000086457	ENSDARG00000086457.3	Tnfaip8l1	tnfaip8l1
ENSDARG00000032552	ENSDARG00000032552.8	Marchf5	march5
ENSDARG00000097736	ENSDARG00000097736.2		CR628365.1
ENSDARG00000101910	ENSDARG00000101910.2		pcdh20
ENSDARG00000058815	ENSDARG00000058815.7	Dhh	ihhb
ENSDARG00000013076	ENSDARG00000013076.8	Bmi1	bmi1b
ENSDARG00000044626	ENSDARG00000044626.5	Ccdc90b	ccdc90b
ENSDARG00000015862	ENSDARG00000015862.12	Rpl5	rpl5b
ENSDARG00000096017	ENSDARG00000096017.2		BX649337.1
ENSDARG00000014790	ENSDARG00000014790.11	G3bp2	g3bp2
ENSDARG00000071396	ENSDARG00000071396.5	Timm23	timm23a
ENSDARG00000061791	ENSDARG00000061791.5	Nyx	nyx
ENSDARG00000068993	ENSDARG00000068993.6		zgc:153631
ENSDARG00000075072	ENSDARG00000075072.4	Rpap1	rpap1
ENSDARG00000097687	ENSDARG00000097687.2		CT573316.3
ENSDARG00000056531	ENSDARG00000056531.7	Nutf2-ps1	nutf2
ENSDARG00000056531	ENSDARG00000056531.7	Nutf2	nutf2
ENSDARG00000011240	ENSDARG00000011240.10	Ift46	ift46
ENSDARG00000061185	ENSDARG00000061185.5	Naa60	nat15
ENSDARG00000095132	ENSDARG00000095132.7		si:ch211-227e10.6
ENSDARG00000059423	ENSDARG00000059423.8	Prune2	prune2
ENSDARG00000036787	ENSDARG00000036787.6		tap2a
ENSDARG00000079221	ENSDARG00000079221.6	Nxpe5	si:ch211-162k9.6
ENSDARG00000045857	ENSDARG00000045857.7	Cebpz	cebpz
ENSDARG00000094301	ENSDARG00000094301.2		BX537274.1
ENSDARG00000114873	ENSDARG00000114873.1		BX681417.14
ENSDARG00000103707	ENSDARG00000103707.2		traj59
ENSDARG00000097437	ENSDARG00000097437.2		AL928908.1
ENSDARG00000077299	ENSDARG00000077299.4	Yars2	yars2
ENSDARG00000115333	ENSDARG00000115333.1		BX681417.18
ENSDARG00000115584	ENSDARG00000115584.1		BX681417.20
ENSDARG00000033134	ENSDARG00000033134.9	Ndufaf7	ndufaf7
ENSDARG00000004433	ENSDARG00000004433.11	Btk	btk
ENSDARG00000002994	ENSDARG00000002994.11	Itpkc	itpkca
ENSDARG00000022177	ENSDARG00000022177.11	Ddx59	ddx59
ENSDARG00000036382	ENSDARG00000036382.6		ponzr6
ENSDARG00000030311	ENSDARG00000030311.8	Tmc2	tmc2b
ENSDARG00000003420	ENSDARG00000003420.11	Chrna5	chrna5
ENSDARG00000060124	ENSDARG00000060124.6	Timm17b	timm17b
ENSDARG00000045874	ENSDARG00000045874.5	Yeats4	yeats4
ENSDARG00000075666	ENSDARG00000075666.4		tsc22d3
ENSDARG00000044895	ENSDARG00000044895.5	Fmod	fmoda
ENSDARG00000041546	ENSDARG00000041546.5	Gypc	gypc
ENSDARG00000045691	ENSDARG00000045691.5	Zcrb1	zcrb1
ENSDARG00000098652	ENSDARG00000098652.3	Pcdh11x	pcdh11
ENSDARG00000100468	ENSDARG00000100468.3		znf1182
ENSDARG00000101459	ENSDARG00000101459.2		si:dkey-279j5.1
ENSDARG00000017675	ENSDARG00000017675.11	Utp4	utp4
ENSDARG00000089513	ENSDARG00000089513.4		si:ch211-198e20.10
ENSDARG00000096118	ENSDARG00000096118.3	Ost4	ost4
ENSDARG00000087814	ENSDARG00000087814.3	Mfrp	mfrp
ENSDARG00000101715	ENSDARG00000101715.2	Arsg	arsg
ENSDARG00000095555	ENSDARG00000095555.2		si:ch211-163g19.2
ENSDARG00000022918	ENSDARG00000022918.10	Tbcc	tbcc
ENSDARG00000094135	ENSDARG00000094135.3		BX936305.1
ENSDARG00000068602	ENSDARG00000068602.5	Dalrd3	dalrd3
ENSDARG00000002912	ENSDARG00000002912.11	Adipor1	adipor1a
ENSDARG00000103395	ENSDARG00000103395.2		si:ch73-281i18.7
ENSDARG00000079377	ENSDARG00000079377.7	Arhgef38	arhgef38
ENSDARG00000016345	ENSDARG00000016345.9	Ncoa5	ncoa5
ENSDARG00000091317	ENSDARG00000091317.4		hunk
ENSDARG00000096726	ENSDARG00000096726.3		hspa12a.2
ENSDARG00000070847	ENSDARG00000070847.7		trim35-20
ENSDARG00000096678	ENSDARG00000096678.3		si:dkey-263j23.1
ENSDARG00000004034	ENSDARG00000004034.9	Arhgdig	arhgdig
ENSDARG00000000474	ENSDARG00000000474.9	Tnni1	tnni1a
ENSDARG00000054597	ENSDARG00000054597.5	Cnot6l	cnot6l
ENSDARG00000097891	ENSDARG00000097891.3		CR751227.2
ENSDARG00000058695	ENSDARG00000058695.8	Ddr2	ddr2b
ENSDARG00000099189	ENSDARG00000099189.2		CU856516.1
ENSDARG00000012467	ENSDARG00000012467.10	Spint1	spint1b
ENSDARG00000012467	ENSDARG00000012467.10	Eppin	spint1b
ENSDARG00000012467	ENSDARG00000012467.10	Wfdc6a	spint1b
ENSDARG00000012467	ENSDARG00000012467.10	Wfdc6b	spint1b
ENSDARG00000012467	ENSDARG00000012467.10	Lrp11	spint1b
ENSDARG00000012467	ENSDARG00000012467.10	Spint4	spint1b
ENSDARG00000012467	ENSDARG00000012467.10	Wfdc8	spint1b
ENSDARG00000073950	ENSDARG00000073950.5		cd4-2.2
ENSDARG00000067566	ENSDARG00000067566.5	Sftpb	sftpbb
ENSDARG00000067566	ENSDARG00000067566.5	Psapl1	sftpbb
ENSDARG00000058696	ENSDARG00000058696.7	Tbl1xr1	tbl1xr1a
ENSDARG00000007383	ENSDARG00000007383.7	Kcnk6	kcnk6
ENSDARG00000095291	ENSDARG00000095291.3		CU595864.1
ENSDARG00000063036	ENSDARG00000063036.6	Psd2	psd2
ENSDARG00000093079	ENSDARG00000093079.4		proca
ENSDARG00000019004	ENSDARG00000019004.7	Smarcd1	smarcd1
ENSDARG00000073704	ENSDARG00000073704.4	Depp1	si:dkeyp-72g9.4
ENSDARG00000057887	ENSDARG00000057887.6	Nts	nts
ENSDARG00000045378	ENSDARG00000045378.6	Pi15	pi15a
ENSDARG00000099469	ENSDARG00000099469.2		BX000985.1
ENSDARG00000043757	ENSDARG00000043757.7	Ptbp3	ptbp3
ENSDARG00000097342	ENSDARG00000097342.2		AL845550.2
ENSDARG00000017537	ENSDARG00000017537.9	Prkag3	prkag3a
ENSDARG00000094146	ENSDARG00000094146.4		pimr134
ENSDARG00000012942	ENSDARG00000012942.11	Itgb5	itgb5
ENSDARG00000068934	ENSDARG00000068934.6	Cyp1b1	cyp1b1
ENSDARG00000104129	ENSDARG00000104129.3		si:dkey-23n7.10
ENSDARG00000074156	ENSDARG00000074156.4	Sgca	sgca
ENSDARG00000052019	ENSDARG00000052019.8		si:ch73-109d9.1
ENSDARG00000101668	ENSDARG00000101668.2		BX681417.2
ENSDARG00000058587	ENSDARG00000058587.7	Terb1	terb1
ENSDARG00000017860	ENSDARG00000017860.6		rgs5b
ENSDARG00000075996	ENSDARG00000075996.4		znfl1b
ENSDARG00000067507	ENSDARG00000067507.5	Kctd8	kctd8
ENSDARG00000070644	ENSDARG00000070644.7	Ttpal	ttpal
ENSDARG00000037935	ENSDARG00000037935.7	Aldh16a1	aldh16a1
ENSDARG00000103815	ENSDARG00000103815.2		BX950855.1
ENSDARG00000093180	ENSDARG00000093180.3		CR354547.1
ENSDARG00000043664	ENSDARG00000043664.8	Bdkrb2	BDKRB2
ENSDARG00000101047	ENSDARG00000101047.2	Rtcb	rtcb
ENSDARG00000005754	ENSDARG00000005754.13	Ptprf	ptprfb
ENSDARG00000103165	ENSDARG00000103165.2		AL929057.1
ENSDARG00000101217	ENSDARG00000101217.2		fam78aa
ENSDARG00000062142	ENSDARG00000062142.5	Stoml1	stoml1
ENSDARG00000088402	ENSDARG00000088402.4	Rubcnl	rubcnl
ENSDARG00000052361	ENSDARG00000052361.5	Il15	il15
ENSDARG00000004580	ENSDARG00000004580.6	Nmnat2	nmnat2
ENSDARG00000078558	ENSDARG00000078558.6		si:dkey-22i16.10
ENSDARG00000087469	ENSDARG00000087469.3		
ENSDARG00000038066	ENSDARG00000038066.9	Gm10184	kpna2
ENSDARG00000038066	ENSDARG00000038066.9	Kpna2	kpna2
ENSDARG00000001933	ENSDARG00000001933.12	Prkag2	prkag2b
ENSDARG00000055713	ENSDARG00000055713.8	Fmnl1	fmnl1a
ENSDARG00000040352	ENSDARG00000040352.6	Crot	crot
ENSDARG00000040705	ENSDARG00000040705.9	Gls	glsb
ENSDARG00000095863	ENSDARG00000095863.2		afp4
ENSDARG00000040985	ENSDARG00000040985.8	Itgbl1	itgbl1
ENSDARG00000020610	ENSDARG00000020610.11	Tnnt2	tnnt2a
ENSDARG00000093781	ENSDARG00000093781.3		lrriq1
ENSDARG00000035471	ENSDARG00000035471.7		si:dkey-220k22.1
ENSDARG00000116254	ENSDARG00000116254.1		pimr104
ENSDARG00000074166	ENSDARG00000074166.5	Birc6	birc6
ENSDARG00000091633	ENSDARG00000091633.4		si:dkey-177p2.18
ENSDARG00000096359	ENSDARG00000096359.3		eppk1
ENSDARG00000002333	ENSDARG00000002333.10	Fam102b	fam102bb
ENSDARG00000070626	ENSDARG00000070626.7	Cacng8	cacng8b
ENSDARG00000071143	ENSDARG00000071143.5		si:dkey-208m12.2
ENSDARG00000052701	ENSDARG00000052701.4	Smpd2	smpd2b
ENSDARG00000058127	ENSDARG00000058127.7	Klhdc9	hcfc2
ENSDARG00000100823	ENSDARG00000100823.2	Selenok	selenok
ENSDARG00000055855	ENSDARG00000055855.7		kcnc3a
ENSDARG00000105665	ENSDARG00000105665.2		FO704741.1
ENSDARG00000043697	ENSDARG00000043697.7	Nefm	nefmb
ENSDARG00000077609	ENSDARG00000077609.5	Elfn2	elfn2a
ENSDARG00000054331	ENSDARG00000054331.6	Ccn4	ccn4a
ENSDARG00000038793	ENSDARG00000038793.7	Ccdc24	ccdc24
ENSDARG00000063677	ENSDARG00000063677.8	Ccny	ccny
ENSDARG00000076748	ENSDARG00000076748.5	Ntn3	ntn2
ENSDARG00000001559	ENSDARG00000001559.14	Cr2	csmd2
ENSDARG00000044059	ENSDARG00000044059.6	Lefty2	lft2
ENSDARG00000044059	ENSDARG00000044059.6	Lefty1	lft2
ENSDARG00000008200	ENSDARG00000008200.13	Ugp2	ugp2b
ENSDARG00000024189	ENSDARG00000024189.8	Pnoc	pnocb
ENSDARG00000103498	ENSDARG00000103498.2		epd
ENSDARG00000059459	ENSDARG00000059459.6	0610030E20Rik	C5H2orf68
ENSDARG00000042000	ENSDARG00000042000.7		si:ch211-63o20.7
ENSDARG00000010601	ENSDARG00000010601.13	Mtmr10	mtmr10
ENSDARG00000078474	ENSDARG00000078474.5	Myo15	myo15ab
ENSDARG00000057863	ENSDARG00000057863.8	Dnmt3l	dnmt3bb.3
ENSDARG00000095894	ENSDARG00000095894.2		BX511250.1
ENSDARG00000013110	ENSDARG00000013110.12	Dmtn	dmtn
ENSDARG00000097001	ENSDARG00000097001.2		FP245462.1
ENSDARG00000098228	ENSDARG00000098228.3	Thrap3	thrap3b
ENSDARG00000059196	ENSDARG00000059196.8		CU467633.1
ENSDARG00000038967	ENSDARG00000038967.4	Cul3	cul3a
ENSDARG00000009372	ENSDARG00000009372.10	Diras1	diras1b
ENSDARG00000021811	ENSDARG00000021811.8		calm1a
ENSDARG00000036064	ENSDARG00000036064.5	Cnep1r1	cnep1r1
ENSDARG00000077040	ENSDARG00000077040.5	Rin2	RIN2
ENSDARG00000098934	ENSDARG00000098934.2	Rrp7a	rrp7a
ENSDARG00000095851	ENSDARG00000095851.2		CR352226.2
ENSDARG00000110915	ENSDARG00000110915.1		pimr101
ENSDARG00000005772	ENSDARG00000005772.13	Tsr2	tsr2
ENSDARG00000103226	ENSDARG00000103226.2	Dhcr7	dhcr7
ENSDARG00000021590	ENSDARG00000021590.9	Magi2	magi2a
ENSDARG00000101190	ENSDARG00000101190.2		cyp2k8
ENSDARG00000033950	ENSDARG00000033950.9		lamb2l
ENSDARG00000097644	ENSDARG00000097644.2		CU571091.1
ENSDARG00000005271	ENSDARG00000005271.9		zc3h12a
ENSDARG00000094370	ENSDARG00000094370.4	Reg1	si:ch211-125e6.13
ENSDARG00000094370	ENSDARG00000094370.4	Reg2	si:ch211-125e6.13
ENSDARG00000070755	ENSDARG00000070755.5	Cx3cr1	ccr11.1
ENSDARG00000021369	ENSDARG00000021369.6	Mc3r	mc3r
ENSDARG00000100590	ENSDARG00000100590.2		BX649421.1
ENSDARG00000009748	ENSDARG00000009748.7	Dffb	dffb
ENSDARG00000096546	ENSDARG00000096546.4	Nrp2	nrp2a
ENSDARG00000044264	ENSDARG00000044264.8		pimr71
ENSDARG00000002194	ENSDARG00000002194.11	Rhd	rhd
ENSDARG00000101222	ENSDARG00000101222.2	Lsm10	oscp1a
ENSDARG00000069199	ENSDARG00000069199.5		zgc:172120
ENSDARG00000057869	ENSDARG00000057869.6		cdc42l2
ENSDARG00000103024	ENSDARG00000103024.2		zgc:175136
ENSDARG00000016811	ENSDARG00000016811.13	Ints3	ints3
ENSDARG00000006370	ENSDARG00000006370.9	Atp6v1h	atp6v1h
ENSDARG00000089885	ENSDARG00000089885.4	Slc16a12	slc16a12b
ENSDARG00000068221	ENSDARG00000068221.6	Mbl2	zmp:0000000729
ENSDARG00000068221	ENSDARG00000068221.6	Mbl1	zmp:0000000729
ENSDARG00000075853	ENSDARG00000075853.6	Sh3kbp1	sh3kbp1
ENSDARG00000092299	ENSDARG00000092299.2		CT027772.1
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a5	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a7	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a15	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a18	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a14	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a19	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a10	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a20	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a6b	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a6c	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a6d	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a13	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a1	si:ch73-56d11.5
ENSDARG00000093546	ENSDARG00000093546.3	Ms4a2	si:ch73-56d11.5
ENSDARG00000075560	ENSDARG00000075560.6	Kmt2c	kmt2cb
ENSDARG00000098744	ENSDARG00000098744.2		BX548018.1
ENSDARG00000094958	ENSDARG00000094958.2		CR392341.3
ENSDARG00000092463	ENSDARG00000092463.2	Rhbdd2	rhbdd2
ENSDARG00000035741	ENSDARG00000035741.5	Slc25a11	slc25a11
ENSDARG00000076530	ENSDARG00000076530.5		jac6
ENSDARG00000070787	ENSDARG00000070787.7	Jup	jupa
ENSDARG00000007024	ENSDARG00000007024.8	Uox	uox
ENSDARG00000094709	ENSDARG00000094709.4	Arl5b	arl8
ENSDARG00000069765	ENSDARG00000069765.8	Syngap1	syngap1b
ENSDARG00000058503	ENSDARG00000058503.6		flt3
ENSDARG00000062521	ENSDARG00000062521.9	Atp9b	atp9b
ENSDARG00000020656	ENSDARG00000020656.9		prkg1a
ENSDARG00000074815	ENSDARG00000074815.6		mxra5a
ENSDARG00000067824	ENSDARG00000067824.7	Cntnap3	cntnap3
ENSDARG00000068894	ENSDARG00000068894.6	Nrip1	nrip1b
ENSDARG00000090106	ENSDARG00000090106.5	Slc17a7	slc17a7b
ENSDARG00000088639	ENSDARG00000088639.4		cdca9
ENSDARG00000069515	ENSDARG00000069515.7	Bbs10	bbs10
ENSDARG00000022718	ENSDARG00000022718.10	Casp8ap2	casp8ap2
ENSDARG00000105292	ENSDARG00000105292.2		CT573239.2
ENSDARG00000033144	ENSDARG00000033144.4	Psme2b	psme2
ENSDARG00000033144	ENSDARG00000033144.4	Psme2	psme2
ENSDARG00000070513	ENSDARG00000070513.6	Brpf3	brpf3a
ENSDARG00000021021	ENSDARG00000021021.10		trim35-28
ENSDARG00000077877	ENSDARG00000077877.4		znfl1h
ENSDARG00000062995	ENSDARG00000062995.8		si:dkey-14o18.2
ENSDARG00000014053	ENSDARG00000014053.10	Olfm1	olfm1b
ENSDARG00000077560	ENSDARG00000077560.5	Grin2c	grin2cb
ENSDARG00000086699	ENSDARG00000086699.4		smim15
ENSDARG00000099448	ENSDARG00000099448.2	Sh3d21	sh3d21
ENSDARG00000086034	ENSDARG00000086034.4	Nectin1	nectin1b
ENSDARG00000043554	ENSDARG00000043554.5	Mrpl40	mrpl40
ENSDARG00000103494	ENSDARG00000103494.2	Usp43	usp43a
ENSDARG00000099174	ENSDARG00000099174.2		BX666065.1
ENSDARG00000104472	ENSDARG00000104472.2		si:ch211-39i2.2
ENSDARG00000061191	ENSDARG00000061191.7	Plekho1	plekho1a
ENSDARG00000025693	ENSDARG00000025693.7	Tmem9b	tmem9b
ENSDARG00000090676	ENSDARG00000090676.5	Tenm2	si:ch211-166i24.1
ENSDARG00000068261	ENSDARG00000068261.5	Pros1	pros1
ENSDARG00000017294	ENSDARG00000017294.11	Gnai2	gnai2b
ENSDARG00000012353	ENSDARG00000012353.9	Vipr2	vipr2
ENSDARG00000007825	ENSDARG00000007825.10	Map2k1	map2k1
ENSDARG00000095636	ENSDARG00000095636.3		cycsa
ENSDARG00000012586	ENSDARG00000012586.13	Fmnl2	fmnl2a
ENSDARG00000043643	ENSDARG00000043643.7	Ehbp1	ehbp1
ENSDARG00000034309	ENSDARG00000034309.9	Cox10	cox10
ENSDARG00000002285	ENSDARG00000002285.9	Mcoln1	mcoln1a
ENSDARG00000103358	ENSDARG00000103358.2		CU467856.1
ENSDARG00000015921	ENSDARG00000015921.7	Pwp1	pwp1
ENSDARG00000091624	ENSDARG00000091624.4	Ugt2a2	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Gm43638	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt2a1	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt2a3	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt1a9	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt1a10	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt1a8	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt1a2	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt1a5	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt1a7c	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt1a6a	ugt2a7
ENSDARG00000091624	ENSDARG00000091624.4	Ugt1a6b	ugt2a7
ENSDARG00000102363	ENSDARG00000102363.2		si:ch73-138e16.4
ENSDARG00000094538	ENSDARG00000094538.3		CT027623.1
ENSDARG00000062951	ENSDARG00000062951.5	Meak7	meak7
ENSDARG00000103224	ENSDARG00000103224.2		si:ch73-350k19.1
ENSDARG00000007804	ENSDARG00000007804.8	Gas6	gas6
ENSDARG00000016439	ENSDARG00000016439.10	Slc7a1	slc7a1a
ENSDARG00000103659	ENSDARG00000103659.2		bco1l
ENSDARG00000103245	ENSDARG00000103245.2		BX324224.1
ENSDARG00000060991	ENSDARG00000060991.7	Mief1	mief1
ENSDARG00000105505	ENSDARG00000105505.2		CT574585.2
ENSDARG00000014348	ENSDARG00000014348.7	Stk17b	stk17b
ENSDARG00000045913	ENSDARG00000045913.9	Mrps10	mrps10
ENSDARG00000058005	ENSDARG00000058005.7	Hgd	hgd
ENSDARG00000026753	ENSDARG00000026753.11	Grik4	grik4
ENSDARG00000012776	ENSDARG00000012776.11	Smarca1	smarca1
ENSDARG00000061603	ENSDARG00000061603.8	Sorbs2	sorbs2b
ENSDARG00000038321	ENSDARG00000038321.8	Reg1	zgc:172053
